joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7
0.053038306347178515,-0.207531870889109238,-0.047220353689391703,-1.736739621391810484,0.474720789446349323,1.253372810656731007,0.883472478710635722
-0.071048242685710472,-0.342550640183154120,-0.136769033258288236,-1.770516280780235485,0.407167816948468264,1.361435994176035669,0.583987233821061880
0.059984331393198816,-0.307133517827768432,-0.190818692120410915,-1.911439848829521893,-0.055355456567211636,1.282922420460986812,0.638640815905245574
-0.042765751008560358,-0.258638361239061587,-0.121604741593852733,-1.895719676661507869,0.205315961332063118,1.348725745382433505,0.777401195153844871
-0.008151235265117983,0.092145162536694858,-0.210036196454895380,-1.885631874620670612,0.304023018658806155,1.424310310765312781,0.785352277410727106
-0.084183440534753129,-0.382686070547947788,-0.352941958180263027,-1.723919919768061471,0.281889644355643232,1.080018379265258677,0.547752577836349230
0.156117435206641092,-0.106782470697220966,-0.030776206744212511,-1.894979549833014643,0.287826741681065701,1.162498822859017400,0.720587785936889436
-0.234643588577857498,0.062933251125917522,0.073793562621219499,-2.093747408768016793,0.140111279019148938,1.300828303882458847,0.775295613815235707
0.119671008168591081,-0.150520577916797405,-0.032081991115140721,-2.002464082276055990,0.240424092920766885,1.239925345965595671,0.726640658378731041
0.032014048356711469,-0.350251304057750457,-0.090109512807393849,-1.840324941535402825,0.174121394126664775,1.270360002088784857,0.792374004527052644
-0.216764440946485087,-0.383363756381325305,-0.344939589531946311,-1.893598501300796544,0.563168170998362250,1.351221511052450808,0.876695559413579129
-0.018098557473101663,-0.403985973523211694,-0.354218757074557522,-1.944995474852710959,0.350766794817924499,1.054528656439643663,1.003455246967412950
-0.058439486159747728,-0.280307226512456487,-0.098763300100191881,-1.886001437618201937,0.668233091116371192,1.407634425904249031,0.803356066841245053
0.081553413300144553,-0.284656995574369021,0.020532059801247560,-1.919035343299644314,0.207775851991203409,1.104367094439561381,0.722694918068459868
0.021645224203501047,-0.119377769974544606,-0.282854946381536076,-1.981648042251471509,0.366134973112112461,1.206839041242250721,0.890901913863924699
-0.096332562998322754,-0.338585790709942991,0.198092604528518762,-1.658579615305176391,0.281217112220723320,1.396657004960542237,0.538921961544615802
-0.189453358684879974,-0.616461776745798939,-0.375350358018788466,-1.943107178335271579,0.300214806624909736,1.595157268561646191,0.905753864590664093
